Binomial.1.2,Order.1.2,Family.1.2,log10FMR,log10BM,FMR.source
Cavia_magna,Rodentia,Caviidae,2.7729814503449637,2.7371926427047373,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.7091002815511667,2.8369567370595505,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.5608626947274646,2.6720978579357175,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.5520595341878844,2.6138418218760693,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.510276844417355,2.6020599913279625,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.3705130895985924,2.5634810853944106,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.524915147539867,2.6020599913279625,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.816241299991783,2.8318697742805017,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.658488381309017,2.7403626894942437,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.5399538416563967,2.667452952889954,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.7663384752512874,2.6857417386022635,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.7453871213200087,2.792391689498254,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.9005855866499615,2.8318697742805017,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.722798396870905,2.815577748324267,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.7055216134226674,2.7693773260761385,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.6917002082901615,2.7671558660821804,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.549861188471943,2.690196080028514,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.6122539060964374,2.7481880270062002,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.0394141191761372,1.8779469516291882,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.2430380486862944,1.916453948549925,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.196452541703389,1.8864907251724818,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.166133970305109,1.8573324964312685,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.141136090120739,1.8481891169913987,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.1248301494138593,1.9111576087399766,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.0538464268522527,1.8407332346118068,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.2490760036836117,1.9427519204298138,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.0984706656506296,1.8530895298518655,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.038023740045158,1.8962505624616381,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.0726174765452368,1.8796692056320536,Hudson.2013
Phyllostomus_hastatus,Chiroptera,Phyllostomidae,2.4046627008737222,1.9074113607745862,Hudson.2013
