(Intercept),log10BM,MR.typeFMR,log10BM:MR.typeFMR,random.effect,tree,chain
-0.1676232180398074,0.7337656824383885,0.6035430112679023,-0.04539099454996176,0.2417300299018386,17,3
0.1711394210869912,0.7307578276086133,0.5842928088168264,-0.039671394930337556,0.29998596915137826,17,3
0.23951670667156577,0.7318154038584908,0.6167022417939734,-0.058014542431919836,-0.03886224215408547,18,1
-0.037689865224820096,0.7351006705430336,0.6150923162931576,-0.05220961989834905,0.22812894095846928,18,1
0.07130838325974764,0.7400401193590369,0.6360167879101937,-0.06122840025636833,0.12229182811660659,18,1
0.1407793283724459,0.7386299554200377,0.6267622973391553,-0.05687709411722608,-0.03886224215408547,18,2
0.1081804366203869,0.7431644274620339,0.5902308000877383,-0.04310390699538402,0.22812894095846928,18,2
0.09625811562000308,0.7197117199675631,0.5839697121773497,-0.04776829152388018,0.12229182811660659,18,2
-0.050617805594811216,0.7372407722577918,0.5729941597237485,-0.037583002558676526,-0.03886224215408547,18,3
0.23719500316656195,0.73171299425303,0.5807975304815045,-0.04448523055179976,0.22812894095846928,18,3
-0.08311326708644629,0.7462998091359623,0.6276636855909601,-0.05139702793167089,0.12229182811660659,18,3
0.02460018201963976,0.7218703045673465,0.636161174508743,-0.0608101716497913,0.19340315439746392,19,1
0.13024704359122552,0.7250505203264765,0.6156412882701261,-0.05312373492051847,0.07899343118615525,19,1
-0.16366955611738376,0.7391164789369213,0.5782034785916039,-0.037241978499878314,0.35037173917289804,19,1
0.31894447863305686,0.7388419234048342,0.601596048403735,-0.0494110876461491,0.19340315439746392,19,2
0.05060101696290076,0.7404774370661471,0.6011463877366623,-0.04850868368703232,0.07899343118615525,19,2
0.21767193845880684,0.7380207724309003,0.6251226087333634,-0.05480092388461344,0.35037173917289804,19,2
-0.17534081469068497,0.7394083956023678,0.572841057565256,-0.04158837610157207,0.19340315439746392,19,3
-0.20772469498297141,0.7483991805784171,0.6055786332144635,-0.04775497353693936,0.07899343118615525,19,3
0.08909403484722134,0.7276866798638366,0.6135231928183202,-0.04644639814068796,0.35037173917289804,19,3
-0.15670023477287032,0.721443397240364,0.5940255114110187,-0.048779801683849655,0.3751273029935419,20,1
0.07456321065546945,0.7285383134585572,0.5806034128836473,-0.03928189043654129,0.12158150830913936,20,1
0.2995278866728768,0.7405226788396249,0.588506561864051,-0.043355110559787136,-0.11827778004061078,20,1
0.0392030400398653,0.7266950779012404,0.5688542386342306,-0.03980839473661035,0.3751273029935419,20,2
-0.23593707737018121,0.7178375729235995,0.5817800575168803,-0.04736965452320874,0.12158150830913936,20,2
-0.05387442983192159,0.7412752847376396,0.5649776844875305,-0.043242806728812866,-0.11827778004061078,20,2
0.1754809586564079,0.7267714754998451,0.6088871749234386,-0.046281353243102785,0.3751273029935419,20,3
-0.15420469576201867,0.751786023927707,0.5823430638702121,-0.04065531904052477,0.12158150830913936,20,3
-0.20562620194687042,0.7384067819511984,0.6069965086644515,-0.04869227197195869,-0.11827778004061078,20,3
-0.11668610584456474,0.7369067945692223,0.5781542978947982,-0.04090034322871361,0.2994090478655745,21,1
-0.1357329816382844,0.7461437661695527,0.5966348458896391,-0.04839038065983914,0.30156676862158194,21,1
-0.1731194045569282,0.7360683666047407,0.5947362926090136,-0.04634702005205327,0.3723947206879972,21,1
0.23699702055637317,0.7418555093026953,0.6171307556141983,-0.04976882701157592,0.2994090478655745,21,2
-0.1120429775910452,0.7532261172309518,0.5741434167721309,-0.03796607944241259,0.30156676862158194,21,2
0.09516369819175452,0.7480532164481701,0.6232131649449002,-0.05850835860474035,0.3723947206879972,21,2
0.2549858844431583,0.7287724394118413,0.6092647969853715,-0.04674261606123764,0.2994090478655745,21,3
0.036229092453140765,0.7291883306024829,0.5647520854636241,-0.03725579314050265,0.30156676862158194,21,3
-0.05162421390559757,0.7582027218886651,0.5966619892860763,-0.04862984253122704,0.3723947206879972,21,3
0.158558672235813,0.7313752161135199,0.5761298710713163,-0.04235146049177274,0.0572443282924508,22,1
-0.19928679351869505,0.7477101363874681,0.6034127554885345,-0.05224658699444262,0.3563840102224829,22,1
-0.028794501413358375,0.7354542934263009,0.5804344212774595,-0.04233016054240579,0.22466152422049995,22,1
0.4199773394211661,0.724501512563279,0.5906878432288067,-0.04314772060752148,0.0572443282924508,22,2
0.07023348002985585,0.7297323154125479,0.5744454730270263,-0.0368838591111853,0.3563840102224829,22,2
0.03353970447642496,0.7173290620557964,0.6132024661565083,-0.04774166698916815,0.22466152422049995,22,2
0.148437503776222,0.7463079972658306,0.6044702294748276,-0.04926228571275715,0.0572443282924508,22,3
0.14238767889219162,0.7338342344737612,0.5889108785486314,-0.04280438156274613,0.3563840102224829,22,3
0.08319732089876197,0.7311408596287947,0.581161420144781,-0.045929916897875955,0.22466152422049995,22,3
0.024561262638599146,0.7281480834753893,0.547234589146683,-0.038350485452156136,0.18356931244713992,23,1
-0.060823572013759986,0.7236886025639251,0.5989883703005034,-0.051886689630919136,0.276151359891204,23,1
0.14536029689770658,0.7356040868544369,0.5933496477664448,-0.04737662184925284,0.053262060515745065,23,1
-0.009143877592578065,0.7305927886554855,0.6089517892323784,-0.04726133603253402,0.18356931244713992,23,2
-0.014357939835463185,0.7449568820302375,0.5993636507046176,-0.04535598400980234,0.276151359891204,23,2
0.27809069538488984,0.7399608514060674,0.6175893267791253,-0.05346957915025996,0.053262060515745065,23,2
0.15391947673924733,0.7195120757533005,0.6272204607375897,-0.05596364592202008,0.18356931244713992,23,3
0.14540617404963996,0.7260536043286265,0.6070287034362991,-0.052037530491361395,0.276151359891204,23,3
0.07321799777491833,0.7105273689667229,0.6004154512775131,-0.04991466196952388,0.053262060515745065,23,3
0.11666291754227132,0.732258431839,0.619939939933829,-0.05299793365702499,0.08636202394908493,24,1
0.2175077016695468,0.7312448894081172,0.6035450401031994,-0.04408436903759139,-0.03001736840557228,24,1
0.17993491620291024,0.7154181869409513,0.5683285541308578,-0.04049754751031287,0.055306101144409654,24,1
0.17055777357745683,0.7487334297456982,0.639784990613407,-0.05932400005985983,0.08636202394908493,24,2
0.22267270805605222,0.7255777370592114,0.613292310590623,-0.05401059877476655,-0.03001736840557228,24,2
-0.1766885847391677,0.7282828903116751,0.6094276111689396,-0.05072852330340538,0.055306101144409654,24,2
0.054328851958416635,0.7318422424619939,0.5721830803813646,-0.03782360717013944,0.08636202394908493,24,3
0.007824710341083119,0.7194664492562879,0.6301210909659858,-0.057235394860981614,-0.03001736840557228,24,3
-0.07141561861499213,0.7447479353722883,0.5957141284015961,-0.045223337787319906,0.055306101144409654,24,3
-0.2308141591202002,0.7298229913285468,0.6079331326764077,-0.0529287079552887,0.4361438772133591,25,1
-0.044792787099140696,0.7266401212946221,0.6206391422801971,-0.05601507420215057,0.25801041491111465,25,1
0.1612391398375621,0.7252000034786761,0.5660399794360274,-0.03259444167633774,0.05445182428276094,25,1
-0.11652097833575681,0.7166955746943131,0.6149301395053044,-0.05355679936837987,0.4361438772133591,25,2
0.07984351762570441,0.7512631699210033,0.6008658868449857,-0.04709773827926256,0.25801041491111465,25,2
0.06744880840415135,0.7320561057840678,0.6201601698194281,-0.05146489151957212,0.05445182428276094,25,2
-0.1953443203601637,0.7262475312454626,0.5943474363812129,-0.044844271753390785,0.4361438772133591,25,3
0.0717584085141425,0.746059262775816,0.5952922019641846,-0.044909873206052,0.25801041491111465,25,3
-0.014347150077810511,0.7259909852164128,0.6117010364978341,-0.04916497430531308,0.05445182428276094,25,3
0.2026776065595186,0.730424065299303,0.5872733722790144,-0.046520139134372585,0.0014666412256762861,27,1
-0.010912724193303802,0.7299453535451903,0.6048789157357533,-0.04714976457762532,0.22371877688444966,27,1
0.04423671224503778,0.7191968813713174,0.6117331215500599,-0.05480445659486577,0.17829137458529526,27,1
0.10526488511823118,0.7380587773732259,0.6162443772336701,-0.048137458104065445,0.0014666412256762861,27,2
0.05011389221181162,0.7223483499547001,0.5585628990272653,-0.037792400893522426,0.22371877688444966,27,2
0.13979150656086858,0.7391037251436501,0.5801510783057893,-0.03792843421979342,0.17829137458529526,27,2
-0.2241511852844269,0.7424894980649697,0.6241351929102166,-0.05752384652441833,0.0014666412256762861,27,3
-0.06536107221108978,0.7292009994271211,0.5960442404611968,-0.04822798568056896,0.22371877688444966,27,3
0.11129357742902357,0.754224857329973,0.5698334253902431,-0.039200616605739924,0.17829137458529526,27,3
0.2255440161388833,0.738271235164575,0.5809358718765338,-0.03789299400523305,-0.04814466335990858,26,1
-0.14516633011589875,0.7451534306092071,0.5879309511001338,-0.041068792779697105,0.3067735429070126,26,1
-0.2350414715401712,0.7481331840099301,0.5848773781908676,-0.0475527883390896,0.40069143195795937,26,1
-0.1259770862889127,0.7437030675500864,0.598850380818476,-0.04492040825425647,-0.04814466335990858,26,2
-0.01707208920561243,0.7325443703302881,0.6213758569792844,-0.05384238432452548,0.3067735429070126,26,2
0.15594585738290334,0.7290304260677658,0.59346788332914,-0.04807969631656306,0.40069143195795937,26,2
0.03988173769903369,0.7496432391762937,0.5736077975998342,-0.03962224561837502,-0.04814466335990858,26,3
0.020296499777032295,0.7400013375990966,0.6043661200965289,-0.04412114215665497,0.3067735429070126,26,3
-0.19131596021179575,0.7328030528005911,0.5905179994151695,-0.047143705654889345,0.40069143195795937,26,3
0.39107243495527655,0.7334931112272898,0.5837585755361943,-0.04460713117441628,-0.1968409544651897,29,1
0.07257727692922344,0.7478138609149028,0.604862277279608,-0.04686360706364212,0.09421851312483148,29,1
0.08018746817833744,0.73570562950772,0.5782747580051364,-0.043986809523630654,0.12323640409389637,29,1
0.03642660824698396,0.7323572993191192,0.5971673801832367,-0.04638675156456884,-0.1968409544651897,29,2
0.1030029752291739,0.7311999146040762,0.5869504466681974,-0.044742702375515364,0.09421851312483148,29,2
0.3092442006163765,0.7450985182076693,0.5863941027055262,-0.0428070208436111,0.12323640409389637,29,2
0.1005378991831094,0.7469159266547649,0.597208447259618,-0.05003025735641131,-0.1968409544651897,29,3
-0.11109659631620161,0.7444466364031541,0.5831777391140349,-0.042899542313534766,0.09421851312483148,29,3
-0.1985064903528837,0.7394331681571202,0.6366505182231776,-0.058753507444635034,0.12323640409389637,29,3
-0.10829909896710888,0.7406277980771847,0.5895864644553512,-0.046132515873978264,0.28890864053285,28,1
0.022065448600187665,0.7436253697342181,0.6124170667899307,-0.04938199880416505,0.15538966236349594,28,1
0.23180384913575836,0.7281782110585482,0.6258579698915128,-0.0520690069970442,-0.02745148120463683,28,1
0.00989619392203167,0.736299923970364,0.6187562600298406,-0.05132267734006746,0.28890864053285,28,2
0.04321207883185707,0.7222680657287128,0.5828715438456129,-0.04201702831778675,0.15538966236349594,28,2
-0.02692901216505561,0.7262965923582669,0.5862292633028119,-0.04656772518137586,-0.02745148120463683,28,2
-0.22563142053695628,0.7273041177541018,0.5891055417014286,-0.04259454848943278,0.28890864053285,28,3
-0.13430495073225757,0.7399965931545012,0.6187577684468124,-0.04781160729180556,0.15538966236349594,28,3
0.006440189259592444,0.7348956391651882,0.5795312165573705,-0.046248373113485286,-0.02745148120463683,28,3
-0.16065273163258098,0.7355248419880809,0.5826079242784772,-0.036740114650456235,0.3580332756860955,30,1
0.03477823274442926,0.7392829985838034,0.6145936589909979,-0.05399510407005437,0.15351947158218282,30,1
0.2156610543424904,0.7439820247527678,0.633583655449911,-0.0596529365357128,-0.039936405341422156,30,1
-0.09785016672685742,0.7345163696008967,0.5754107598186238,-0.03748524308321066,0.3580332756860955,30,2
0.11902649585681502,0.7384599413053365,0.5829636527050752,-0.0405933523143176,0.15351947158218282,30,2
0.02160652621751069,0.7461701454303693,0.5796807851875201,-0.04316108283819631,-0.039936405341422156,30,2
-0.1326020652340958,0.7279638045511092,0.6070075287425425,-0.0535116433929943,0.3580332756860955,30,3
0.11897910543484613,0.7446246792678721,0.5999256233335473,-0.05098241025552852,0.15351947158218282,30,3
0.04554521005411516,0.7237525162508973,0.611234221507857,-0.04983366459782701,-0.039936405341422156,30,3
0.28735173236054834,0.7141133842596901,0.5782328452914953,-0.04224812757456675,-0.04831625797866399,32,1
0.1151665230281651,0.7382940114766825,0.5797518641120405,-0.04302537440571541,0.0663017555298472,32,1
0.19235838714939746,0.7349289027479244,0.6159739991562674,-0.05140572087839246,-0.004452958053385997,32,1
0.19974559822003357,0.7438172409019899,0.5734517757273068,-0.04382390469982056,-0.04831625797866399,32,2
-0.046338824891790864,0.7354883918887936,0.6042272463746485,-0.05187355032830965,0.0663017555298472,32,2
