Binomial.1.2,Order.1.2,Family.1.2,log10BMR,log10BM,BMR.source
Gymnobelideus_leadbeateri,Diprotodontia,Petauridae,1.695521050402834,2.220108088040055,WhiteSeymore.2003
Spilocuscus_maculatus,Diprotodontia,Phalangeridae,2.741265879132231,3.6283889300503116,WhiteSeymore.2003
Trichosurus_vulpecula,Diprotodontia,Phalangeridae,2.5473793724447806,3.302114376956201,WhiteSeymore.2003
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,2.697626214398325,3.6780629049743454,WhiteSeymore.2003
Bettongia_gaimardi,Diprotodontia,Potoroidae,2.4901669155576402,3.1414497734004674,WhiteSeymore.2003
Bettongia_penicillata,Diprotodontia,Potoroidae,2.4323780839388216,3.00774777800074,WhiteSeymore.2003
Potorous_tridactylus,Diprotodontia,Potoroidae,2.3026163964789,2.9894498176666917,WhiteSeymore.2003
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,2.713138380576572,3.450249108319361,WhiteSeymore.2003
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.4419419003873593,3.0572856444182146,WhiteSeymore.2003
Pseudocheirus_occidentalis,Diprotodontia,Pseudocheiridae,2.294828983647743,2.935003151453655,WhiteSeymore.2003
Pseudocheirus_peregrinus,Diprotodontia,Pseudocheiridae,2.317078831430075,2.9618954736678504,WhiteSeymore.2003
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,1.1455036735393571,1,WhiteSeymore.2003
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,3.1590237170798696,4.475918041439468,WhiteSeymore.2003
Notoryctes_caurinus,Notoryctemorphia,Notoryctidae,1.0135194489895918,1.5314789170422551,WhiteSeymore.2003
Echymipera_kalubu,Peramelemorphia,Peramelidae,2.2158600546328984,2.8419848045901137,WhiteSeymore.2003
Echymipera_rufescens,Peramelemorphia,Peramelidae,2.1631126185975518,2.7895807121644256,WhiteSeymore.2003
Echymipera_rufescens,Peramelemorphia,Peramelidae,2.4163029407469705,3.1058506743851435,WhiteSeymore.2003
Isoodon_auratus,Peramelemorphia,Peramelidae,1.8591969346960824,2.6314437690131722,WhiteSeymore.2003
Isoodon_macrourus,Peramelemorphia,Peramelidae,2.4420175680383744,3.190611797813605,WhiteSeymore.2003
Isoodon_obesulus,Peramelemorphia,Peramelidae,2.02945865009104,2.8555191556678,WhiteSeymore.2003
Macrotis_lagotis,Peramelemorphia,Thylacomyidae,2.3363181894157448,3.1119342763326814,WhiteSeymore.2003
Perameles_gunnii,Peramelemorphia,Peramelidae,2.3063549660383016,2.92272545799326,WhiteSeymore.2003
Perameles_nasuta,Peramelemorphia,Peramelidae,2.182792758258805,2.8095597146352675,WhiteSeymore.2003
Ornithorhynchus_anatinus,Monotremata,Ornithorhynchidae,1.970907405570627,2.8407332346118066,WhiteSeymore.2003
Zaglossus_bruijnii,Monotremata,Tachyglossidae,2.7676819535747317,4.012837224705172,WhiteSeymore.2003
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.3175829458011328,3.4353665066126613,WhiteSeymore.2003
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.4218862341247704,3.5538830266438746,WhiteSeymore.2003
Camelus_dromedarius,Cetartiodactyla,Camelidae,4.288335279463171,5.60959440922522,PanTHERIA.2008
Canis_latrans,Carnivora,Canidae,3.2511900069557953,4.019116290447073,PanTHERIA.2008
Canis_lupus,Carnivora,Canidae,3.7344203044363904,4.519827993775719,PanTHERIA.2008
Calomys_callosus,Rodentia,Calomyscidae,1.4298955077930133,1.6812412373755872,PanTHERIA.2008
Cercartetus_nanus,Diprotodontia,Burramyidae,1.4305174835268244,1.8129133566428555,PanTHERIA.2008
Chaetodipus_baileyi,Rodentia,Heteromyidae,1.2628892722572111,1.4638929889859074,PanTHERIA.2008
Chaetodipus_fallax,Rodentia,Heteromyidae,1.1631126185975516,1.2988530764097066,PanTHERIA.2008
Chaetodipus_hispidus,Rodentia,Heteromyidae,1.3680407582812906,1.57287160220048,PanTHERIA.2008
Chaetodipus_intermedius,Rodentia,Heteromyidae,0.8767867051816824,1.1643528557844371,PanTHERIA.2008
Crocidura_hildegardeae,Eulipotyphla,Soricidae,1.1587768639648306,1.0606978403536116,PanTHERIA.2008
Crocidura_russula,Eulipotyphla,Soricidae,1.1571761788554447,1.0043213737826426,PanTHERIA.2008
Eremitalpa_granti,Afrosoricida,Chrysochloridae,0.87034429547188,1.416640507338281,PanTHERIA.2008
Erinaceus_europaeus,Eulipotyphla,Erinaceidae,2.290131554075187,2.987040286979267,PanTHERIA.2008
Blarina_brevicauda,Eulipotyphla,Soricidae,1.4565995679113717,1.3096301674258988,PanTHERIA.2008
Didelphis_marsupialis,Didelphimorphia,Didelphidae,2.4693884882647072,3.123524980942732,PanTHERIA.2008
Didelphis_virginiana,Didelphimorphia,Didelphidae,2.5398768457645438,3.4700427875572135,PanTHERIA.2008
Gerbillus_dasyurus,Rodentia,Muridae,0.8121507355283591,1.4409090820652177,PanTHERIA.2008
Elephantulus_myurus,Macroscelidea,Macroscelididae,1.576534517419946,1.8142475957319202,PanTHERIA.2008
Heterocephalus_glaber,Rodentia,Bathyergidae,1.093714218208769,1.5938396610812713,PanTHERIA.2008
Heterohyrax_brucei,Hyracoidea,Procaviidae,2.5086875661795873,3.1095785469043866,PanTHERIA.2008
Herpestes_sanguineus,Carnivora,Herpestidae,2.254348526200625,2.690196080028514,PanTHERIA.2008
Gerbillus_gerbillus,Rodentia,Muridae,0.8742771313689595,1.4653828514484182,PanTHERIA.2008
Bassariscus_sumichrasti,Carnivora,Procyonidae,2.3345775278394436,2.957128197676813,PanTHERIA.2008
Bathyergus_suillus,Rodentia,Bathyergidae,2.192012292896355,2.823474229170301,PanTHERIA.2008
Bettongia_penicillata,Diprotodontia,Potoroidae,2.375247285007185,3.0293837776852097,PanTHERIA.2008
Chinchilla_lanigera,Rodentia,Chinchillidae,2.1335087617957673,2.6053050461411096,PanTHERIA.2008
Chironectes_minimus,Didelphimorphia,Didelphidae,2.4224248056051314,2.975891136401793,PanTHERIA.2008
Cabassous_centralis,Cingulata,CingulataFam,2.5924102547547583,3.5809249756756194,PanTHERIA.2008
Capreolus_capreolus,Cetartiodactyla,Cervidae,4.57780932824963,5.278753600952829,PanTHERIA.2008
Crocidura_jouvenetae,Eulipotyphla,Soricidae,1.003251961751455,0.9777236052888477,PanTHERIA.2008
Crocidura_luna,Eulipotyphla,Soricidae,1.1125349400221887,1.1072099696478683,PanTHERIA.2008
Choloepus_hoffmanni,Pilosa,Megalonychidae,2.5267992965431834,3.603144372620182,PanTHERIA.2008
Chrysochloris_asiatica,Afrosoricida,Chrysochloridae,1.293765838730281,1.5314789170422551,PanTHERIA.2008
Connochaetes_taurinus,Cetartiodactyla,Bovidae,4.105695515491883,4.954242509439325,PanTHERIA.2008
Cricetomys_gambianus,Rodentia,Nesomyidae,2.692718020783174,3.1822434119190004,PanTHERIA.2008
Crocidura_viaria,Eulipotyphla,Soricidae,1.043888365513681,1.1846914308175989,PanTHERIA.2008
Cryptomys_hottentotus,Rodentia,Bathyergidae,1.3689369502664646,1.8864907251724818,PanTHERIA.2008
Fukomys_damarensis,Rodentia,Bathyergidae,1.5688625567096686,2.1072099696478683,PanTHERIA.2008
Fukomys_darlingi,Rodentia,Bathyergidae,1.5106687868951247,1.9084850188786497,PanTHERIA.2008
Cryptomys_hottentotus,Rodentia,Bathyergidae,1.5555533234294143,1.9777236052888478,PanTHERIA.2008
Cryptotis_parva,Eulipotyphla,Soricidae,1.3330243943758202,0.8048206787211624,PanTHERIA.2008
Dasycercus_cristicauda,Dasyuromorphia,Dasyuridae,1.351677944824959,1.9590413923210936,PanTHERIA.2008
Dasyuroides_byrnei,Dasyuromorphia,Dasyuridae,1.584236926995773,2.0117818305481068,PanTHERIA.2008
Dasyurus_geoffroii,Dasyuromorphia,Dasyuridae,2.388190721826924,3.088844562727004,PanTHERIA.2008
Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,2.157088698850737,2.7664128471123997,PanTHERIA.2008
Dipodomys_microps,Rodentia,Heteromyidae,1.4623413073162645,1.745855195173729,PanTHERIA.2008
Dipodomys_panamintinus,Rodentia,Heteromyidae,1.517399188083097,1.7551122663950711,PanTHERIA.2008
Echymipera_rufescens,Peramelemorphia,Peramelidae,2.2774098110151346,2.9222062774390163,PanTHERIA.2008
Eira_barbara,Carnivora,Mustelidae,2.916558697681121,3.6164755138885654,PanTHERIA.2008
Genetta_tigrina,Carnivora,Viverridae,2.600537658742569,3.2739267801005254,PanTHERIA.2008
Geomys_bursarius,Rodentia,Geomyidae,1.9710193227164348,2.3756636139608855,PanTHERIA.2008
Geomys_pinetis,Rodentia,Geomyidae,1.826120475894496,2.3042750504771283,PanTHERIA.2008
Gerbilliscus_afra,Rodentia,Muridae,2.0856593559936525,2.0273496077747564,PanTHERIA.2008
Gerbilliscus_leucogaster,Rodentia,Muridae,1.7406576766949338,2.0791812460476247,PanTHERIA.2008
Gerbillurus_paeba,Rodentia,Muridae,1.1181533169803657,1.530199698203082,PanTHERIA.2008
Gerbillurus_setzeri,Rodentia,Muridae,1.1980516809484054,1.6637009253896482,PanTHERIA.2008
Gerbillurus_tytonis,Rodentia,Muridae,1.0585863902589734,1.4756711883244296,PanTHERIA.2008
Gerbillurus_vallinus,Rodentia,Muridae,1.1396235334456637,1.5888317255942073,PanTHERIA.2008
Gerbillus_andersoni,Rodentia,Muridae,1.1720792003669092,1.5477747053878226,PanTHERIA.2008
Gulo_gulo,Carnivora,Mustelidae,3.373904032242362,4.064457989226918,PanTHERIA.2008
Herpestes_javanicus,Carnivora,Herpestidae,2.4502615417225817,2.8920946026904804,PanTHERIA.2008
Felis_silvestris,Carnivora,Felidae,3.1861060136534305,3.651762447380111,PanTHERIA.2008
Fossa_fossana,Carnivora,Eupleridae,2.592982493630794,3.307496037913213,PanTHERIA.2008
Galagoides_demidoff,Primates,Galagidae,1.4838227539227862,1.8048206787211623,PanTHERIA.2008
Galago_senegalensis,Primates,Galagidae,1.9073796899346587,2.348791467560584,PanTHERIA.2008
Gerbillus_nanus,Rodentia,Muridae,0.9246521562369494,1.474944335465388,PanTHERIA.2008
Gerbillus_perpallidus,Rodentia,Muridae,1.3519573237229197,1.737987326333431,PanTHERIA.2008
Gerbillus_pyramidum,Rodentia,Muridae,1.5935699916360146,1.9079485216122722,PanTHERIA.2008
Glaucomys_volans,Rodentia,Sciuridae,1.509504457828019,1.863322860120456,PanTHERIA.2008
Hyaena_hyaena,Carnivora,Hyaenidae,3.344236580061344,4.4281347940287885,PanTHERIA.2008
Kobus_ellipsiprymnus,Cetartiodactyla,Bovidae,4.109616937004976,5,PanTHERIA.2008
Lagorchestes_conspicillatus,Diprotodontia,Macropodidae,2.542364093107708,3.3541084391474008,PanTHERIA.2008
Phataginus_tricuspis,Pholidota,Manidae,2.619639523879901,3.436162647040756,PanTHERIA.2008
Meriones_tristrami,Rodentia,Muridae,1.947947100969549,2.0492180226701815,PanTHERIA.2008
Meriones_unguiculatus,Rodentia,Muridae,1.6804920600377145,1.845098040014257,PanTHERIA.2008
Monodelphis_brevicaudata,Didelphimorphia,Didelphidae,1.5165078048722596,1.9708116108725178,PanTHERIA.2008
Meles_meles,Carnivora,Mustelidae,3.2069561526265504,4.064457989226918,PanTHERIA.2008
Marmota_marmota,Rodentia,Sciuridae,2.6868763073574438,3.2713768718940743,PanTHERIA.2008
Lemmus_sibiricus,Rodentia,Cricetidae,1.6894433360149521,1.7267272090265722,PanTHERIA.2008
Leopardus_pardalis,Carnivora,Felidae,3.2492838101198487,4.074816440645175,PanTHERIA.2008
Lepilemur_mustelinus,Primates,Lepilemuridae,2.035288193751764,2.8407332346118066,PanTHERIA.2008
Leptailurus_serval,Carnivora,Felidae,2.0948263685781368,3.0051805125037805,PanTHERIA.2008
Lepus_alleni,Lagomorpha,Leporidae,2.9353517261135194,3.5118833609788744,PanTHERIA.2008
Lepus_americanus,Lagomorpha,Leporidae,2.7800990651850914,3.193903402552747,PanTHERIA.2008
Lepus_townsendii,Lagomorpha,Leporidae,2.861074811649777,3.4183012913197452,PanTHERIA.2008
Limnogale_mergulus,Afrosoricida,Tenrecidae,1.5423040371742787,1.8904210188009143,PanTHERIA.2008
Loris_tardigradus,Primates,Lorisidae,2.136424015687439,2.1072099696478683,PanTHERIA.2008
Lutra_lutra,Carnivora,Mustelidae,3.2857081960606576,3.949390006644913,PanTHERIA.2008
Lycaon_pictus,Carnivora,Canidae,3.6942382210495937,4.186815124447454,PanTHERIA.2008
Lynx_rufus,Carnivora,Felidae,3.1088354802365,3.792391689498254,PanTHERIA.2008
Macaca_mulatta,Primates,Cercopithecidae,3.033159769219431,3.794139355767774,PanTHERIA.2008
Meriones_hurrianae,Rodentia,Muridae,1.492598052577743,1.8591382972945307,PanTHERIA.2008
Macropus_parma,Diprotodontia,Macropodidae,2.8218030076202094,3.574031267727719,PanTHERIA.2008
Macrotis_lagotis,Peramelemorphia,Thylacomyidae,2.2853719078689307,3.056142262059052,PanTHERIA.2008
Madoqua_kirkii,Cetartiodactyla,Bovidae,3.0145329721611445,3.6324572921847245,PanTHERIA.2008
Martes_martes,Carnivora,Mustelidae,2.6601887959562536,3.073901558314207,PanTHERIA.2008
Melursus_ursinus,Carnivora,Ursidae,3.7867110120803,5.003232208989857,PanTHERIA.2008
Mephitis_mephitis,Carnivora,Mephitidae,2.488198553983074,3.380211241711606,PanTHERIA.2008
Microtus_montanus,Rodentia,Cricetidae,1.594902266077653,1.4885507165004443,PanTHERIA.2008
Microtus_pennsylvanicus,Rodentia,Cricetidae,1.7066461971952551,1.7641761323903307,PanTHERIA.2008
Microtus_pinetorum,Rodentia,Cricetidae,1.4307504949686491,1.3891660843645324,PanTHERIA.2008
Aethomys_namaquensis,Rodentia,Muridae,1.3655215373177598,1.75815462196739,PanTHERIA.2008
Microcebus_murinus,Primates,Cheirogaleidae,1.7829243852556316,2.004536317851323,PanTHERIA.2008
Microgale_dobsoni,Afrosoricida,Tenrecidae,1.3055269496160713,1.649334858712142,PanTHERIA.2008
Microtus_arvalis,Rodentia,Cricetidae,1.4684355106511682,1.3424226808222062,PanTHERIA.2008
Microtus_canicaudus,Rodentia,Cricetidae,1.574196902108125,1.4828735836087537,PanTHERIA.2008
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,1.900062883001498,2.6434526764861874,PanTHERIA.2008
Nandinia_binotata,Carnivora,Nandiniidae,2.591188383715012,3.494328555359404,PanTHERIA.2008
Microtus_longicaudus,Rodentia,Cricetidae,1.5393510764304552,1.4800069429571505,PanTHERIA.2008
Mus_minutoides,Rodentia,Muridae,1.0292629778724094,0.8987251815894935,PanTHERIA.2008
Mus_musculus,Rodentia,Muridae,1.4371480624258375,1.5526682161121932,PanTHERIA.2008
Mustela_frenata,Carnivora,Mustelidae,1.9978153685955748,2.310438394815848,PanTHERIA.2008
Mustela_nivalis,Carnivora,Mustelidae,1.9940113050165424,1.8834342936830093,PanTHERIA.2008
Mustela_putorius,Carnivora,Mustelidae,2.6113990878726034,3.012837224705172,PanTHERIA.2008
Myodes_gapperi,Rodentia,Cricetidae,1.421251764352461,1.3550682063488506,PanTHERIA.2008
Myodes_glareolus,Rodentia,Cricetidae,1.4405017044334252,1.3404441148401183,PanTHERIA.2008
Myodes_rutilus,Rodentia,Cricetidae,1.4815491359905886,1.3324384599156054,PanTHERIA.2008
Nasua_narica,Carnivora,Procyonidae,3.045927310488393,3.649334858712142,PanTHERIA.2008
Neomys_fodiens,Eulipotyphla,Soricidae,1.5080771367640944,1.14921911265538,PanTHERIA.2008
Neotoma_lepida,Rodentia,Cricetidae,1.6406650775378806,2.076276255404218,PanTHERIA.2008
Ondatra_zibethicus,Rodentia,Cricetidae,2.608041077729956,3.0282865094262776,PanTHERIA.2008
Notomys_cervinus,Rodentia,Muridae,1.3280363835539886,1.5211380837040362,PanTHERIA.2008
Nyctereutes_procyonoides,Carnivora,Canidae,2.9235051413790423,3.624797578960761,PanTHERIA.2008
Nycticebus_coucang,Primates,Lorisidae,2.063316917352007,2.9822712330395684,PanTHERIA.2008
Oreamnos_americanus,Cetartiodactyla,Bovidae,3.6032290019311253,4.505149978319906,PanTHERIA.2008
Ornithorhynchus_anatinus,Monotremata,Ornithorhynchidae,2.3619335044156085,3.1189257528257768,PanTHERIA.2008
Oryzorictes_hova,Afrosoricida,Tenrecidae,1.5200624126999516,1.6473829701146199,PanTHERIA.2008
Otolemur_crassicaudatus,Primates,Galagidae,2.343164399744316,2.989894563718773,PanTHERIA.2008
Ovis_canadensis,Cetartiodactyla,Bovidae,4.027497949325512,4.812913356642856,PanTHERIA.2008
Pan_troglodytes,Primates,Hominidae,3.637348185079726,4.533390708017551,PanTHERIA.2008
Panthera_leo,Carnivora,Felidae,4.121182629151453,5.192567453336546,PanTHERIA.2008
Panthera_onca,Carnivora,Felidae,3.883436240765175,4.935507265824713,PanTHERIA.2008
Panthera_tigris,Carnivora,Felidae,4.137904818034057,5.20682587603185,PanTHERIA.2008
Phodopus_campbelli,Rodentia,Cricetidae,1.4541784588615958,1.4969296480732148,PanTHERIA.2008
Phodopus_sungorus,Rodentia,Cricetidae,1.564490332410974,1.5550944485783191,PanTHERIA.2008
Paradoxurus_hermaphroditus,Carnivora,Viverridae,2.5256213072148417,3.5058280338548364,PanTHERIA.2008
Paraxerus_palliatus,Rodentia,Sciuridae,2.0209441550050227,2.456821348021599,PanTHERIA.2008
Perognathus_longimembris,Rodentia,Heteromyidae,0.7827863167496513,0.9138138523837167,PanTHERIA.2008
Peromyscus_crinitus,Rodentia,Cricetidae,1.1305738065901567,1.295567099962479,PanTHERIA.2008
Peromyscus_eremicus,Rodentia,Cricetidae,1.1545440830297005,1.3324384599156054,PanTHERIA.2008
Peromyscus_leucopus,Rodentia,Cricetidae,1.2134334654184873,1.3304137733491908,PanTHERIA.2008
Peromyscus_maniculatus,Rodentia,Cricetidae,1.2449223399593587,1.2833012287035497,PanTHERIA.2008
Peromyscus_truei,Rodentia,Cricetidae,1.3270515883884677,1.5185139398778875,PanTHERIA.2008
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.3763928326460566,3.0293837776852097,PanTHERIA.2008
Petrodromus_tetradactylus,Macroscelidea,Macroscelididae,1.870400730334139,2.3180633349627615,PanTHERIA.2008
Philantomba_monticola,Cetartiodactyla,Bovidae,2.9398234216178882,3.6232492903979003,PanTHERIA.2008
Sorex_minutus,Eulipotyphla,Soricidae,1.1995088240878042,0.6232492903979004,PanTHERIA.2008
Phyllotis_xanthopygus,Rodentia,Cricetidae,1.4274769029722616,1.6283889300503116,PanTHERIA.2008
Planigale_gilesi,Dasyuromorphia,Dasyuridae,0.8003769712961653,0.9754318085092629,PanTHERIA.2008
Planigale_ingrami,Dasyuromorphia,Dasyuridae,0.8000453221911568,0.8481891169913987,PanTHERIA.2008
Planigale_maculata,Dasyuromorphia,Dasyuridae,0.7920088033077145,1.0809870469108873,PanTHERIA.2008
Potorous_tridactylus,Diprotodontia,Potoroidae,2.371044659793924,3.032417278832769,PanTHERIA.2008
Potos_flavus,Carnivora,Procyonidae,2.547219064690554,3.3339508043872472,PanTHERIA.2008
Procavia_capensis,Hyracoidea,Procaviidae,2.5752002783308816,3.3664229572259727,PanTHERIA.2008
Procyon_cancrivorus,Carnivora,Procyonidae,3.1271192262272,3.8419848045901137,PanTHERIA.2008
Procyon_lotor,Carnivora,Procyonidae,3.004586041487421,3.7401146760230826,PanTHERIA.2008
Puma_concolor,Carnivora,Felidae,3.8069834387982198,4.714329759745233,PanTHERIA.2008
Raphicerus_campestris,Cetartiodactyla,Bovidae,3.2508376381884703,3.9822712330395684,PanTHERIA.2008
Spalax_leucodon,Rodentia,Spalacidae,1.789432587462367,2.1815577738627865,PanTHERIA.2008
Urocitellus_armatus,Rodentia,Sciuridae,1.9626357406158415,2.4871383754771865,PanTHERIA.2008
Urocitellus_beldingi,Rodentia,Sciuridae,1.9431770636254757,2.462098381135156,PanTHERIA.2008
Sarcophilus_harrisii,Dasyuromorphia,Dasyuridae,2.891815695546802,3.761551988564182,PanTHERIA.2008
Setifer_setosus,Afrosoricida,Tenrecidae,1.6589509011079682,2.5471591213274176,PanTHERIA.2008
Sigmodon_hispidus,Rodentia,Cricetidae,1.8862473947523866,2.041590046889367,PanTHERIA.2008
Sminthopsis_crassicaudata,Dasyuromorphia,Dasyuridae,0.9744745260919836,1.1746411926604485,PanTHERIA.2008
Sminthopsis_macroura,Dasyuromorphia,Dasyuridae,1.054912134147817,1.3424226808222062,PanTHERIA.2008
Sminthopsis_murina,Dasyuromorphia,Dasyuridae,0.9950713360087673,1.110589710299249,PanTHERIA.2008
Sorex_cinereus,Eulipotyphla,Soricidae,1.332440534352543,0.6989700043360189,PanTHERIA.2008
Spalacopus_cyanus,Rodentia,Octodontidae,1.9505590172480753,2.026328938722349,PanTHERIA.2008
Spalax_ehrenbergi,Rodentia,Spalacidae,1.6897856033812266,2.0907869279492677,PanTHERIA.2008
Callospermophilus_lateralis,Rodentia,Sciuridae,1.9941598652043384,2.350829273582968,PanTHERIA.2008
Urocitellus_richardsonii,Rodentia,Sciuridae,1.8911975209160958,2.4019172505175748,PanTHERIA.2008
Xerospermophilus_spilosoma,Rodentia,Sciuridae,1.7314697809202875,2.255995726722402,PanTHERIA.2008
Urocitellus_townsendii,Rodentia,Sciuridae,1.7949056825387457,2.3636119798921444,PanTHERIA.2008
Ictidomys_tridecemlineatus,Rodentia,Sciuridae,1.6990519192979672,2.2600713879850747,PanTHERIA.2008
Spilogale_putorius,Carnivora,Mephitidae,2.099746182978682,2.7403626894942437,PanTHERIA.2008
Tragulus_javanicus,Cetartiodactyla,Tragulidae,2.6236719621304916,3.2089785172762535,PanTHERIA.2008
Trichosurus_vulpecula,Diprotodontia,Phalangeridae,2.4785198795792582,3.2971036501492565,PanTHERIA.2008
Suricata_suricatta,Carnivora,Herpestidae,2.1456833444301098,2.8976270912904414,PanTHERIA.2008
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,2.0517086341995836,2.320457868916649,PanTHERIA.2008
Acinonyx_jubatus,Carnivora,Felidae,3.9164825791142968,4.68930885912362,PanTHERIA.2008
Antilocapra_americana,Cetartiodactyla,Antilocapridae,3.6354136853025265,4.505149978319906,PanTHERIA.2008
Aotus_trivirgatus,Primates,Aotidae,2.3453439315026547,2.9878896099977452,PanTHERIA.2008
Aplodontia_rufa,Rodentia,Aplodontiidae,2.300871127361346,2.8992731873176036,PanTHERIA.2008
Apodemus_flavicollis,Rodentia,Muridae,1.8657485437827306,1.6074550232146685,PanTHERIA.2008
Apodemus_mystacinus,Rodentia,Muridae,1.5321563662099131,1.6263403673750423,PanTHERIA.2008
Apodemus_sylvaticus,Rodentia,Muridae,1.4388281205438591,1.3424226808222062,PanTHERIA.2008
Arctictis_binturong,Carnivora,Viverridae,2.956718004251728,4.13481437032046,PanTHERIA.2008
Arctocebus_calabarensis,Primates,Lorisidae,1.625361826059866,2.3180633349627615,PanTHERIA.2008
Arctogalidia_trivirgata,Carnivora,Viverridae,2.521954766377656,3.380211241711606,PanTHERIA.2008
Arvicola_amphibius,Rodentia,Cricetidae,1.7365682805658562,1.9890046156985368,PanTHERIA.2008
Tatera_indica,Rodentia,Muridae,1.6491534967168548,1.9390197764486665,PanTHERIA.2008
Tragelaphus_oryx,Cetartiodactyla,Bovidae,4.239408176407688,5.176091259055681,PanTHERIA.2008
Taxidea_taxus,Carnivora,Mustelidae,2.983701159530365,3.8145805160103188,PanTHERIA.2008
Tenrec_ecaudatus,Afrosoricida,Tenrecidae,2.1414715334016625,3.1222158782728267,PanTHERIA.2008
Thallomys_nigricauda,Rodentia,Muridae,1.5185425704422593,2.0958664534785427,PanTHERIA.2008
Thomomys_talpoides,Rodentia,Geomyidae,1.7906548053850873,2.0211892990699383,PanTHERIA.2008
Thomomys_umbrinus,Rodentia,Geomyidae,1.5915906945190508,1.9790929006383264,PanTHERIA.2008
Thylogale_thetis,Diprotodontia,Macropodidae,2.8289854721110212,3.6434526764861874,PanTHERIA.2008
Ursus_americanus,Carnivora,Ursidae,4.069879221108045,5.04336227802113,PanTHERIA.2008
Ursus_arctos,Carnivora,Ursidae,4.000972698542292,5.210662420853826,PanTHERIA.2008
Vulpes_lagopus,Carnivora,Canidae,2.8945466112190705,3.505149978319906,PanTHERIA.2008
Vulpes_velox,Carnivora,Canidae,2.7300688297638254,3.3197304943302246,PanTHERIA.2008
Vulpes_vulpes,Carnivora,Canidae,3.016109360396099,3.6127838567197355,PanTHERIA.2008
Vulpes_zerda,Carnivora,Canidae,2.3533236884323334,3.1149444157125847,PanTHERIA.2008
Zapus_hudsonius,Rodentia,Dipodidae,1.3363181894157448,1.4771212547196624,PanTHERIA.2008
Canis_lupus,Carnivora,Canidae,3.590517036414987,4.518513939877887,Capellini.2010
Vulpes_rueppellii,Carnivora,Canidae,2.5855980967990044,3.189209489582306,Capellini.2010
Sorex_araneus,Eulipotyphla,Soricidae,1.3334131987723377,0.8750612633917001,Capellini.2010
Leontopithecus_rosalia,Primates,Callitrichidae,2.2646002179313007,2.865518519074774,Capellini.2010
Macaca_fuscata,Primates,Cercopithecidae,3.3036164993547197,3.9800033715837464,Capellini.2010
Calomys_callosus,Rodentia,Calomyscidae,1.5564262774557998,1.6998377258672457,Capellini.2010
Echymipera_rufescens,Peramelemorphia,Peramelidae,2.307831123786497,2.875807608227855,Capellini.2010
Loxodonta_africana,Proboscidea,Elephantidae,5.086019381264273,6.188084373714938,Langman.1995
Loxodonta_africana,Proboscidea,Elephantidae,5.311787755887732,6.564902672529205,Benedict.1938
