Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.bmr.median,log10.bmr.mean,sd,log10.bmr.lower.95hpd,log10.bmr.upper.95hpd,log10.fmr.median,log10.fmr.mean,sd1,log10.fmr.lower.95hpd,log10.fmr.upper.95hpd,bmr.median,bmr.mean,bmr.lower.95hpd,bmr.upper.95hpd,fmr.median,fmr.mean,fmr.lower.95hpd,fmr.upper.95hpd
Abrothrix_lanosus,Rodentia,Cricetidae,1.5118833609788744,1.406771101073137,1.4072515056630246,0.05506771982902377,1.3016037056538927,1.5178766566663933,1.8750706938529453,1.8753125618114748,0.05719593043871793,1.7647480364152741,1.9879105253036302,25.513562323068694,25.541800337920083,20.02643777993084,32.95161135025415,75.00162860064327,75.04341025780262,58.176559829487,97.25468360193636
Abrothrix_longipilis,Rodentia,Cricetidae,1.575187844927661,1.4430407188117869,1.443358669470379,0.056360831263366745,1.3325357201598944,1.5535235190554442,1.9088505651471244,1.9085575737057021,0.058473726845620085,1.7938217849414932,2.024295365975093,27.735801392554084,27.75611444180202,21.504815463947203,35.77037713660859,81.06820651320736,81.01353328714762,62.204497331375734,105.75365008608335
Abrothrix_olivaceus,Rodentia,Cricetidae,1.4313637641589874,1.3502815208467047,1.3499285933125802,0.05384976596111787,1.246303474430652,1.4561159026363506,1.8223723313333038,1.8216301391026284,0.05609241812489983,1.7152729585034958,1.9346144199528092,22.401728056097763,22.383530783560133,17.632077027326996,28.58353266573696,66.43123576465598,66.31780434159747,51.9126212526388,86.02296745895798
Abrothrix_sanborni,Rodentia,Cricetidae,1.3926969532596658,1.314839178665126,1.3154140986424316,0.05787114861158599,1.1967209403878745,1.4246763867412953,1.7884032974929336,1.7888638663574787,0.06008245739475599,1.676179639810052,1.9115524811508784,20.646154771986527,20.673504295148618,15.729718132577421,26.587431668212652,61.433222572877945,61.49840700199559,47.44381893694862,81.57413572515495
Acinonyx_jubatus,Carnivora,Felidae,4.669316880566112,3.709157050222507,3.709307551611393,0.04948853003624282,3.6151135448346605,3.8081360533805286,4.034238800981777,4.034613247871446,0.054013818206158686,3.930752399238796,4.141193374730235,5118.669041541886,5120.44318404162,4122.052746961213,6428.890865214987,10820.28751630441,10829.620745997676,8526.13881645453,13841.825653601962
Acomys_airensis,Rodentia,Muridae,1.6839471307515121,1.396372388110481,1.3960604281914335,0.05973824565914468,1.2758903471924632,1.5137527410614533,1.8566704029315713,1.8563420567683229,0.060254699310746736,1.738760895473573,1.9761985077072133,24.9099231741313,24.8920364460345,18.875147199248534,32.64019472922385,71.890317711203,71.83598593854666,54.79751894476251,94.66697671476562
Acomys_cahirinus,Rodentia,Muridae,1.7201593034059568,1.4202164872943288,1.4199788555886979,0.05590509687926799,1.3125876238947356,1.5341313552402307,1.8788190818314552,1.8786232424920708,0.05649165125423851,1.771974082408428,1.9959102184149002,26.315794558225168,26.301399356645867,20.539393904929298,34.20828921030492,75.65176796293665,75.61766149156082,59.152633233308556,99.06271316341605
Acomys_cilicicus,Rodentia,Muridae,1.6283889300503116,1.3575201628089726,1.3578162847702475,0.06201076183161112,1.235553789701836,1.4781971821030095,1.8204733726529219,1.820609836681912,0.06264071720858704,1.6955028778073973,1.9407829057618091,22.77823990987945,22.793776458126825,17.201003717058992,30.074414570423176,66.14139838036523,66.16218459868819,49.60242142381589,87.25350982942685
Acomys_cineraceus,Rodentia,Muridae,1.307496037913213,1.122707907719738,1.1234333635772882,0.0630506430775978,1.0042459653389608,1.25130237779311,1.6000755920365524,1.6007352748949326,0.06392447992745823,1.4777314969122444,1.7278243439501944,13.265019957370676,13.287196680094793,10.098246445224179,17.83620181849945,39.81764699625574,39.878175001720585,30.042183667196678,53.434819161041
Acomys_dimidiatus,Rodentia,Muridae,1.5740312677277188,1.316248138359835,1.3159588883057174,0.05922101369428695,1.2044829021583183,1.4372544144859525,1.7817554781687823,1.781210084249921,0.059804762400504446,1.6626136463156627,1.8975874302760924,20.713244820720856,20.69945391914599,16.013376036663125,27.368715462511286,60.500014420486494,60.42408522650419,45.984730577445255,78.992785823442
Acomys_ignitus,Rodentia,Muridae,1.380211241711606,1.1786067824424142,1.1793570157222588,0.0656943577506801,1.0477923003003071,1.3057481792759797,1.652292787252268,1.6533712932629123,0.06656163095659573,1.5243706826515013,1.7876825341321008,15.087135208725412,15.11322039648146,11.163292398440998,20.218464939952252,44.90480215195796,45.01645515549782,33.44804067333593,61.331351388351095
Acomys_johannis,Rodentia,Muridae,1.2671717284030137,1.0942168416959754,1.094813704527795,0.0635217876666686,0.9601284285442767,1.210207418368191,1.5738128233399347,1.5739387773722517,0.06453906409618816,1.448389337109381,1.7014618261767165,12.422724149858658,12.439808778022478,9.12280576940644,16.225848563327503,37.48114273821336,37.492014591078714,28.079497858890967,50.2877061780174
Acomys_kempi,Rodentia,Muridae,1.3424226808222062,1.1576070477604028,1.1585617387099023,0.06982735507642403,1.020106318801688,1.2965438580895845,1.6341870396711315,1.6342845303256635,0.07086757831015617,1.4903241208552018,1.771522633523955,14.37497333489618,14.406607980596407,10.473849249687946,19.794469095163162,43.07120673686631,43.08087646938166,30.926026298164306,59.09117605020531
Acomys_louisae,Rodentia,Muridae,1.3053513694466237,1.144652957428931,1.145676606465461,0.0800094790945948,0.9874216489432691,1.3023086068990393,1.622321492075643,1.62307548353611,0.08103642850920546,1.4700322612474443,1.7892152275319555,13.952529757183594,13.985455202172664,9.714526760136165,20.058968986423153,41.91036972160301,41.983194749258956,29.514284632246834,61.54818174399724
Acomys_minous,Rodentia,Muridae,1.7958800173440752,1.4796308123688866,1.4797705483768588,0.061726938031056514,1.3652205246250848,1.606887686847861,1.93520368355846,1.9349914149742031,0.06231517822406794,1.8138232292108478,2.057361583136914,30.17385592786378,30.18356605023166,23.18571667815549,40.447127761518445,86.13976518637648,86.09767324414915,65.13632158677461,114.11995274113627
Acomys_mullah,Rodentia,Muridae,1.4533183400470377,1.2388444873293505,1.2404065666365396,0.06897935074639186,1.1089862587150352,1.3798887293057605,1.7095245293166057,1.7111154918812452,0.0699380704215217,1.5739412612846433,1.8471381391971906,17.331832663549896,17.394284401559183,12.852459935027888,23.982183921845635,51.23002045926646,51.41803693289841,37.492229024256716,70.32959867680475
Acomys_nesiotes,Rodentia,Muridae,1.7201593034059568,1.4248253512991875,1.424661841502002,0.06200892082776296,1.2990168534804167,1.5431473549808545,1.8828874432630966,1.883306228405375,0.06270921227496873,1.7644207682461828,2.010940754281095,26.596552816406046,26.58654122613697,19.907505916959295,34.92587979729448,76.36378447901666,76.43745670746826,58.13273665155991,102.55120180930614
